id,plan_id,plan_name,payer_id,payer_name,drug_name,ndc_code,jcode,state_name,coverage_status,drug_tier,drug_requirements,is_prior_authorization_required,is_step_therapy_required,coverage_details,confidence_score,source_url,file_name,status,created_at,last_updated_date,review_needed,manufacturer,verification_status,is_quantity_limit_applied,product_labeler_code,product_proprietaryname
6c9c9c0b-697f-466b-b9fd-4c38faefa5d9,19c94308-86ce-4b72-8b83-7dad9d949c2d,Aetna Medicare Advantra Silver (PPO) - H1608-029,1877a30d-f06b-47d9-9f93-c697bbf5b521,Aetna,XOLAIR,,,Ohio,Covered with Conditions,5,PA; ACS LD,Yes,No,"Here is the generated summary:

XOLAIR is covered under the Aetna Medicare Advantra Silver (PPO) plan in Ohio, but requires prior authorization, available from CVS Specialty Pharmacy, and limited distribution. Our plan requires you or your prescriber to get prior authorization for certain drugs, which means you will need to get approval from us before you fill your prescriptions. If you don't get approval, we may not cover the drug. These drugs are for complex medical conditions and may require special handling and/or close monitoring. They are available through CVS Specialty Pharmacy Services and may be available at other specialty pharmacies in the network. For additional details please refer to: https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf.",0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf,Ohio_Aetna_Aetna Medicare Advantra Silver (PPO) - H1608-029.pdf,completed,2025-11-03 14:47:45.610926+00,2025-11-05 12:32:51.686761+00,FALSE,No,Verified,No,50242,XOLAIR
16450afb-bf78-4b3a-8be2-ac781c65ed08,5112a00e-57c4-47f1-b188-b3f85c3a30e7,Aetna Medicare Premier Plus NJ North (PPO),72d3c029-6533-4beb-8985-2151af9d3360,Aetna,XOLAIR,,,Rhode Island,Covered with Conditions,5,PA; ACS LD,Yes,No,"Here is the generated summary:

XOLAIR is covered with conditions under the Aetna Medicare Premier Plus NJ North (PPO) plan in Rhode Island. Our plan requires prior authorization, which means that you or your prescriber must get approval from us before you fill your prescriptions. Additionally, XOLAIR is available from CVS Specialty Pharmacy and is subject to limited distribution, meaning it is only available through certain pharmacies or wholesalers, depending on what the manufacturer decides. For additional details, please refer to: https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf.",0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf,Rhode Island_Aetna_Aetna Medicare Premier Plus NJ North (PPO).pdf,completed,2025-11-03 14:54:33.100872+00,2025-11-05 12:08:03.05083+00,FALSE,No,Verified,No,50242,XOLAIR
53186374-ca2d-4e11-ad6a-01c4d0781289,321fa20c-3344-4065-847e-48f2ff01761d,Aetna Medicare Primary (PPO),72d3c029-6533-4beb-8985-2151af9d3360,Aetna,XOLAIR,,,Rhode Island,Covered with Conditions,5,PA; ACS LD,Yes,No,,0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf,Rhode Island_Aetna_Aetna Medicare Primary (PPO).pdf,completed,2025-11-03 14:54:42.214313+00,2025-11-03 15:11:21.372893+00,FALSE,No,Not Verified,No,50242,XOLAIR
a5de917d-5afb-4614-bea7-5ce4663c1544,b15a562a-8dd1-4936-b8a2-0e180be21575,Aetna Medicare Silver Back (PPO),72d3c029-6533-4beb-8985-2151af9d3360,Aetna,XOLAIR,,,Rhode Island,Covered with Conditions,5,PA; ACS LD,Yes,No,,0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf,Rhode Island_Aetna_Aetna Medicare Silver Back (PPO).pdf,completed,2025-11-03 14:54:44.809821+00,2025-11-03 15:11:21.372893+00,FALSE,No,Not Verified,No,50242,XOLAIR
4fcb0f8d-192e-4bff-af37-f64c14a1234b,f940fea5-4a5f-43ea-b240-2d685f543ef9,Aetna Medicare Assure (HMO D-SNP) - H3146-016,c4069709-685c-4b27-8660-bbcf7cf98e5b,Aetna,XOLAIR,,,South Carolina,Covered with Conditions,5,PA; ACS LD,Yes,No,,0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B24bHMODSNP_EN.pdf,South Carolina_Aetna_Aetna Medicare Assure (HMO D-SNP) - H3146-016.pdf,completed,2025-11-03 14:55:07.481501+00,2025-11-03 15:11:21.372893+00,FALSE,No,Not Verified,No,50242,XOLAIR
6774cc22-e620-451c-b3f0-a9fc7f8ba793,a5f3a339-3c4f-456a-883e-fcf1a2e19898,Aetna Medicare Primary (PPO) - H5521-500,c4069709-685c-4b27-8660-bbcf7cf98e5b,Aetna,XOLAIR,,,South Carolina,Covered with Conditions,,PA; ACS LD,Yes,No,,0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B24bPPODSNP_EN.pdf,South Carolina_Aetna_Aetna Medicare Primary (PPO) - H5521-500.pdf,completed,2025-11-03 14:55:09.447158+00,2025-11-03 15:11:21.372893+00,FALSE,No,Not Verified,No,50242,XOLAIR
99587ddf-92ec-423a-b947-5f9267b249a4,a5f3a339-3c4f-456a-883e-fcf1a2e19898,Aetna Medicare Primary (PPO) - H5521-500,c4069709-685c-4b27-8660-bbcf7cf98e5b,Aetna,XOLAIR,,,South Carolina,Covered with Conditions,5,PA; ACS LD,Yes,No,,0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B24bPPODSNP_EN.pdf,South Carolina_Aetna_Aetna Medicare Primary (PPO) - H5521-500.pdf,completed,2025-11-03 14:55:09.447158+00,2025-11-03 15:11:21.372893+00,FALSE,No,Not Verified,No,50242,XOLAIR
b7e997ad-1dd1-4dd0-93fe-7c9d822b3921,ff36ce53-99b7-4dc3-b060-cf1cbb7e3d8d,Aetna Medicare Premier (PPO) - H1608-001,fa9382c6-5f39-4bfb-b614-d1faf3deca7f,Aetna,XOLAIR,,,South Dakota,Covered with Conditions,5,PA; ACS LD,Yes,No,,0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf,South Dakota_Aetna_Aetna Medicare Premier (PPO) - H1608-001.pdf,completed,2025-11-03 14:55:16.070716+00,2025-11-03 15:11:21.372893+00,FALSE,No,Not Verified,No,50242,XOLAIR
2ec41c63-f954-4315-86dd-8c6fcd8d991c,5bb53e11-8556-4c60-9a75-416558fed482,Aetna Medicare Premier Plus 1 (PPO),85809c8d-745f-4374-8e1f-b20c9aa22f65,Aetna,XOLAIR,,,Georgia,Covered with Conditions,5,PA; ACS LD,Yes,No,"Here is the generated summary:

XOLAIR is covered under the Aetna Medicare Premier Plus 1 (PPO) plan in Georgia, but requires prior authorization, available from CVS Specialty Pharmacy, and is subject to limited distribution. Our plan requires you or your prescriber to get prior authorization for certain drugs, which means you will need to get approval from us before you fill your prescriptions. If you donâ€™t get approval, we may not cover the drug. These drugs are for complex medical conditions and may require special handling and/or close monitoring. They are available through CVS Specialty Pharmacy Services and may be available at other specialty pharmacies in the network. For additional details please refer to: https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf.",0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zPPOB_EN.pdf,Georgia_Aetna_Aetna Medicare Premier Plus 1 (PPO).pdf,completed,2025-11-03 14:26:40.58021+00,2025-11-05 05:14:21.779076+00,FALSE,No,Verified,No,50242,XOLAIR
2cf3575a-8802-4b6f-b913-918f560668ec,09770d28-2c1b-44c0-bd9b-b19cd462a98c,Four corners-Traditional Level-Funded Plans-Alliant Network-4C â€“ $3000/90%/$5500,f655347b-89fe-4c22-a62c-ebb6d3536f92,Alliant Health Plans,XOLAIR - omalizumab for inj 150,,,Tennessee,Not Covered,NC,"LD, MED PA",Yes,No,,0.95,https://www.myprime.com/content/dam/prime/memberportal/WebDocs/2025/Formularies/HIM/2025_Alliant_Health_Plans_4T_Drug_List.pdf,Tennessee_Alliant Health Plans_Four corners-Traditional Level-Funded Plans-Alliant Network-4C â€“ $3000/90%/$5500.pdf,completed,2025-11-04 22:51:51.483835+00,2025-11-04 23:57:05.437065+00,FALSE,No,Not Verified,No,50242,XOLAIR
540cbdd4-d3d9-41e8-9077-02254cad340d,a296af05-be8a-41b5-9ec2-e5347e7afcfa,Aetna Medicare Core (HMO-POS),9e302ff4-8213-4abd-bb9f-8108ba13875f,Aetna,XOLAIR,,,Utah,Covered with Conditions,5,PA; ACS LD,Yes,No,,0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zHMOPOS_EN.pdf,Utah_Aetna_Aetna Medicare Core (HMO-POS).pdf,completed,2025-11-03 14:56:41.303147+00,2025-11-03 15:11:21.372893+00,FALSE,No,Not Verified,No,50242,XOLAIR
ab91301c-1019-486e-8007-ce250af4f1c0,8bc1257e-9de4-483d-bc6c-2f8fc16f4c38,Aetna Medicare Preferred Plus (HMO-POS),9e302ff4-8213-4abd-bb9f-8108ba13875f,Aetna,XOLAIR,,,Utah,Covered with Conditions,5,PA; ACS LD,Yes,No,,0.95,https://www.aetna.com/medicare/documents/individual/2025/formularies/FORM_2025_25101B25zHMOPOS_EN.pdf,Utah_Aetna_Aetna Medicare Preferred Plus (HMO-POS).pdf,completed,2025-11-03 14:56:48.954276+00,2025-11-03 15:11:21.372893+00,FALSE,No,Not Verified,No,50242,XOLAIR
